inputName,size
11,20
19,23
12,22
38,4
81,29
5,29
40,11
70,15
23,25
72,25
79,3
78,8
87,29
6,25
68,25
69,25
1,2
45,21
33,26
15,5
93,29
24,26
25,27
26,7
48,26
71,3
76,8
7,23
50,32
22,9
4,22
32,8
77,8
91,31
42,28
13,5
41,23
55,26
31,32
66,25
65,15
62,19
21,24
95,28
84,11
58,11
64,32
83,32
94,7
0,22
99,16
96,24
67,23
61,2
43,17
2,28
54,16
30,32
59,26
85,29
74,17
90,3
18,16
52,20
44,21
17,31
36,13
49,31
86,29
37,26
56,32
63,7
35,31
97,12
75,30
57,10
88,12
10,19
53,22
8,20
39,3
47,11
60,25
89,20
51,16
14,22
28,5
16,19
34,32
82,23
46,15
27,23
20,29
9,31
92,28
3,10
98,5
29,15
80,17
73,26
