inputName,size
11,4
19,5
12,26
38,32
81,29
5,8
40,28
70,15
23,25
72,17
79,24
78,14
87,10
6,9
68,3
69,3
1,24
45,29
33,5
15,23
93,21
24,14
25,2
26,32
48,24
71,23
76,5
7,13
50,27
22,30
4,24
32,26
77,18
91,29
42,32
13,27
41,22
55,31
31,10
66,13
65,26
62,18
21,15
95,29
84,5
58,19
64,6
83,18
94,30
0,17
99,9
96,28
67,16
61,32
43,23
2,7
54,7
30,30
59,14
85,11
74,14
90,22
18,24
52,6
44,21
17,10
36,18
49,3
86,19
37,28
56,27
63,11
35,26
97,25
75,21
57,10
88,20
10,4
53,11
8,15
39,27
47,7
60,3
89,10
51,7
14,2
28,18
16,20
34,15
82,19
46,12
27,19
20,32
9,10
92,32
3,11
98,25
29,20
80,25
73,28
