inputName,size
11,5
19,5
12,5
38,4
81,12
5,8
40,19
70,3
23,16
72,3
79,3
78,3
87,12
6,8
68,19
69,19
1,8
45,19
33,4
15,5
93,18
24,16
25,16
26,16
48,19
71,3
76,3
7,8
50,8
22,16
4,8
32,4
77,3
91,18
42,19
13,5
41,19
55,8
31,4
66,19
65,19
62,19
21,16
95,18
84,12
58,8
64,19
83,12
94,18
0,8
99,18
96,18
67,19
61,19
43,19
2,8
54,8
30,4
59,8
85,12
74,3
90,18
18,5
52,8
44,19
17,5
36,4
49,19
86,12
37,4
56,8
63,19
35,4
97,18
75,3
57,8
88,12
10,5
53,8
8,8
39,4
47,19
60,19
89,12
51,8
14,5
28,16
16,5
34,4
82,12
46,19
27,16
20,16
9,8
92,18
3,8
98,18
29,16
80,12
73,3
