inputName,size
11,6
19,4
12,26
38,8
81,31
5,21
40,8
70,29
23,14
72,21
79,5
78,24
87,29
6,29
68,6
69,9
1,14
45,2
33,14
15,21
93,24
24,31
25,26
26,10
48,22
71,15
76,26
7,3
50,3
22,27
4,30
32,14
77,24
91,23
42,21
13,10
41,3
55,30
31,15
66,7
65,29
62,6
21,8
95,3
84,28
58,21
64,15
83,6
94,25
0,32
99,27
96,13
67,15
61,3
43,28
2,10
54,26
30,2
59,29
85,16
74,27
90,8
18,3
52,10
44,4
17,16
36,20
49,13
86,18
37,18
56,29
63,29
35,22
97,2
75,13
57,8
88,24
10,18
53,12
8,28
39,30
47,23
60,17
89,18
51,4
14,22
28,15
16,24
34,11
82,20
46,17
27,24
20,30
9,32
92,21
3,7
98,15
29,11
80,25
73,15
