inputName,size
11,5
19,5
12,5
38,28
81,6
5,16
40,9
70,29
23,15
72,29
79,29
78,29
87,6
6,16
68,10
69,10
1,16
45,9
33,28
15,5
93,6
24,15
25,15
26,15
48,9
71,29
76,29
7,16
50,21
22,15
4,16
32,28
77,29
91,6
42,9
13,5
41,9
55,21
31,28
66,10
65,10
62,10
21,15
95,6
84,6
58,21
64,10
83,6
94,6
0,16
99,6
96,6
67,10
61,10
43,9
2,16
54,21
30,28
59,21
85,6
74,29
90,6
18,5
52,21
44,9
17,5
36,28
49,9
86,6
37,28
56,21
63,10
35,28
97,6
75,29
57,21
88,6
10,5
53,21
8,16
39,28
47,9
60,10
89,6
51,21
14,5
28,15
16,5
34,28
82,6
46,9
27,15
20,15
9,16
92,6
3,16
98,6
29,15
80,6
73,29
