inputName,size
11,3
19,8
12,9
38,6
81,7
5,8
40,6
70,5
23,6
72,3
79,9
78,6
87,5
6,8
68,2
69,4
1,2
45,5
33,3
15,2
93,4
24,2
25,8
26,3
48,6
71,8
76,8
7,5
50,9
22,6
4,8
32,4
77,3
91,4
42,3
13,7
41,2
55,6
31,6
66,7
65,2
62,8
21,7
95,2
84,5
58,6
64,9
83,4
94,2
0,9
99,9
96,9
67,9
61,9
43,4
2,2
54,9
30,3
59,7
85,4
74,5
90,6
18,5
52,6
44,7
17,9
36,7
49,7
86,3
37,6
56,8
63,7
35,4
97,7
75,7
57,9
88,6
10,4
53,5
8,9
39,9
47,7
60,8
89,6
51,5
14,9
28,6
16,3
34,3
82,4
46,7
27,4
20,6
9,3
92,7
3,6
98,6
29,6
80,5
73,7
