inputName,size
11,8
19,8
12,8
38,14
81,8
5,6
40,2
70,13
23,13
72,13
79,13
78,13
87,8
6,6
68,4
69,4
1,6
45,2
33,14
15,8
93,15
24,13
25,13
26,13
48,2
71,13
76,13
7,6
50,11
22,13
4,6
32,14
77,13
91,15
42,2
13,8
41,2
55,11
31,14
66,4
65,4
62,4
21,13
95,15
84,8
58,11
64,4
83,8
94,15
0,6
99,15
96,15
67,4
61,4
43,2
2,6
54,11
30,14
59,11
85,8
74,13
90,15
18,8
52,11
44,2
17,8
36,14
49,2
86,8
37,14
56,11
63,4
35,14
97,15
75,13
57,11
88,8
10,8
53,11
8,6
39,14
47,2
60,4
89,8
51,11
14,8
28,13
16,8
34,14
82,8
46,2
27,13
20,13
9,6
92,15
3,6
98,15
29,13
80,8
73,13
