inputName,size
11,31
19,23
12,30
38,2
81,11
5,4
40,21
70,26
23,30
72,9
79,8
78,23
87,4
6,18
68,18
69,6
1,10
45,30
33,22
15,23
93,10
24,15
25,19
26,2
48,30
71,14
76,24
7,29
50,10
22,22
4,19
32,25
77,28
91,11
42,32
13,17
41,25
55,15
31,27
66,20
65,7
62,8
21,13
95,26
84,9
58,24
64,23
83,7
94,8
0,2
99,27
96,6
67,5
61,8
43,24
2,4
54,14
30,7
59,24
85,18
74,18
90,24
18,13
52,25
44,23
17,24
36,27
49,20
86,22
37,18
56,21
63,8
35,6
97,27
75,26
57,24
88,7
10,6
53,27
8,26
39,20
47,15
60,14
89,12
51,32
14,14
28,24
16,31
34,26
82,21
46,13
27,9
20,20
9,2
92,24
3,5
98,24
29,26
80,7
73,8
