inputName,size
11,4
19,6
12,5
38,6
81,4
5,14
40,9
70,4
23,6
72,2
79,7
78,3
87,15
6,12
68,15
69,8
1,15
45,6
33,14
15,8
93,10
24,6
25,8
26,15
48,5
71,9
76,14
7,8
50,7
22,13
4,2
32,14
77,7
91,11
42,11
13,7
41,4
55,12
31,6
66,13
65,10
62,4
21,3
95,9
84,7
58,4
64,6
83,6
94,13
0,14
99,4
96,10
67,11
61,4
43,5
2,2
54,3
30,13
59,2
85,4
74,11
90,4
18,13
52,6
44,4
17,15
36,2
49,12
86,2
37,6
56,6
63,7
35,8
97,3
75,2
57,15
88,5
10,13
53,4
8,13
39,6
47,14
60,7
89,14
51,6
14,7
28,4
16,9
34,11
82,2
46,7
27,8
20,8
9,7
92,6
3,8
98,3
29,4
80,9
73,2
