id,clockCycles,assemblyInstr,cacheHit,cacheHitInstr,cacheHitData,MOPS,MIPS,MFLOPS,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_11,4899,1673,87.7,88.7,74.6,17.07,16.52,0.55,155,1330,648,263,100.00,100.00,100.00,100.00,31.606,3.683,7.560,18.627
values_19,266084,92462,99.5,99.8,98.2,17.37,14.37,3.01,33450,406995,170658,65450,100.00,100.00,100.00,100.00,7.955,0.654,1.559,4.065
values_12,4901,1674,87.7,88.7,74.6,17.08,16.53,0.55,156,1352,651,264,100.00,100.00,100.00,100.00,31.417,3.625,7.528,18.564
values_38,4149,1363,85.0,86.1,64.6,16.43,16.23,0.19,63,477,225,367,100.00,100.00,87.50,100.00,65.857,8.698,18.440,11.305
values_81,48327,16895,98.4,98.9,96.4,17.48,14.73,2.75,5745,66702,28674,11069,100.00,100.00,100.00,100.00,8.412,0.725,1.685,4.366
values_5,37611,13189,98.1,98.6,95.9,17.53,14.87,2.66,4447,52109,21889,8447,100.00,100.00,87.50,100.00,8.458,0.722,1.718,4.453
values_40,890000,276113,94.4,99.9,73.5,15.51,12.77,2.74,100551,1241724,517662,198107,100.00,100.00,100.00,100.00,8.851,0.717,1.719,4.493
values_70,48548,17004,98.4,98.9,96.4,17.51,14.77,2.74,5854,69100,29001,11178,100.00,100.00,100.00,100.00,8.293,0.703,1.674,4.343
values_23,115650,40349,99.1,99.5,97.5,17.44,14.53,2.92,14447,174094,72744,27947,100.00,100.00,100.00,100.00,8.005,0.664,1.590,4.138
values_72,165501,57593,99.3,99.7,97.9,17.40,14.43,2.97,20655,248616,104946,40307,100.00,100.00,100.00,100.00,8.013,0.666,1.577,4.106
values_79,702533,223572,95.6,99.9,79.3,15.91,13.11,2.80,81414,1003724,418353,160146,100.00,100.00,100.00,100.00,8.629,0.700,1.679,4.387
values_78,619041,200309,96.4,99.9,82.9,16.18,13.34,2.84,73119,903405,374721,143423,100.00,100.00,87.50,100.00,8.466,0.685,1.652,4.316
values_87,1108536,337009,93.4,99.9,68.6,15.20,12.51,2.69,123139,1529270,633556,242303,100.00,100.00,87.50,100.00,9.002,0.725,1.750,4.575
