inputName,text,data,bss
values_11,408,4324,2128
values_19,1700,840,412
values_12,2964,1860,912
values_38,408,3612,1776
values_81,404,4704,2316
values_5,408,4324,2128
values_40,2184,1200,588
values_70,400,7812,3856
values_23,408,3612,1776
values_72,408,5512,2716
values_79,400,7320,3612
values_78,1288,144,76
values_87,400,7812,3856
values_6,408,4324,2128
values_68,408,3612,1776
values_69,3564,2380,1168
values_1,384,40,28
values_45,1528,420,208
values_33,404,2664,1308
values_15,3252,2112,1036
values_93,2692,1624,796
values_24,384,40,28
values_25,1700,840,412
values_26,408,5100,2512
values_48,384,40,28
values_71,3564,2380,1168
values_76,400,6384,3148
values_7,3564,2380,1168
values_50,396,8320,4108
values_22,1948,1012,496
values_4,764,84,48
values_32,408,2964,1456
values_77,3564,2380,1168
values_91,2184,1200,588
values_42,400,7812,3856
values_13,400,7812,3856
values_41,1700,840,412
values_55,408,5512,2716
values_31,384,40,28
values_66,404,3280,1612
values_65,408,5512,2716
values_62,408,3612,1776
values_21,408,2964,1456
values_95,408,4324,2128
values_84,1288,144,76
values_58,400,6384,3148
values_64,408,6844,3376
values_83,1528,420,208
values_94,404,2664,1308
values_0,2184,1200,588
values_99,2440,1404,688
values_96,400,6384,3148
values_67,2184,1200,588
values_61,1288,144,76
values_43,384,40,28
values_2,1528,420,208
values_54,400,7320,3612
values_30,1528,420,208
values_59,408,3960,1948
values_85,1288,144,76
values_74,404,3280,1612
values_90,1220,312,156
values_18,404,3280,1612
values_52,400,6384,3148
values_44,1220,312,156
values_17,404,3280,1612
values_36,400,7320,3612
values_49,2096,220,112
values_86,400,7812,3856
values_37,3252,2112,1036
values_56,1700,840,412
values_63,2184,1200,588
values_35,400,7320,3612
values_97,1288,144,76
values_75,404,2664,1308
values_57,1492,684,336
values_88,2692,1624,796
values_10,2692,1624,796
values_53,2096,220,112
values_8,408,4324,2128
values_39,1948,1012,496
values_47,408,5100,2512
values_60,408,5512,2716
values_89,1856,544,268
values_51,2692,1624,796
values_14,2440,1404,688
values_28,408,2964,1456
values_16,408,6844,3376
values_34,1528,420,208
values_82,408,5512,2716
values_46,1220,312,156
values_27,408,3612,1776
values_20,404,2664,1308
values_9,408,4324,2128
values_92,400,7812,3856
values_3,3564,2380,1168
values_98,408,5100,2512
values_29,764,84,48
values_80,404,2664,1308
values_73,396,8320,4108
