inputName,size
11,10
19,6
12,29
38,4
81,18
5,5
40,27
70,23
23,19
72,22
79,21
78,13
87,14
6,25
68,8
69,14
1,13
45,3
33,12
15,18
93,31
24,13
25,13
26,23
48,24
71,3
76,30
7,32
50,11
22,2
4,10
32,29
77,24
91,14
42,23
13,4
41,19
55,13
31,24
66,14
65,14
62,14
21,22
95,10
84,3
58,18
64,3
83,16
94,4
0,3
99,14
96,15
67,16
61,9
43,21
2,6
54,2
30,24
59,25
85,27
74,6
90,17
18,3
52,2
44,11
17,2
36,28
49,12
86,26
37,26
56,25
63,13
35,24
97,4
75,19
57,15
88,27
10,29
53,24
8,25
39,24
47,21
60,22
89,19
51,7
14,3
28,25
16,16
34,18
82,24
46,11
27,6
20,2
9,15
92,27
3,19
98,6
29,2
80,32
73,10
