inputName,size
11,31
19,31
12,31
38,3
81,26
5,6
40,8
70,31
23,3
72,31
79,31
78,31
87,26
6,6
68,11
69,11
1,6
45,8
33,3
15,31
93,14
24,3
25,3
26,3
48,8
71,31
76,31
7,6
50,24
22,3
4,6
32,3
77,31
91,14
42,8
13,31
41,8
55,24
31,3
66,11
65,11
62,11
21,3
95,14
84,26
58,24
64,11
83,26
94,14
0,6
99,14
96,14
67,11
61,11
43,8
2,6
54,24
30,3
59,24
85,26
74,31
90,14
18,31
52,24
44,8
17,31
36,3
49,8
86,26
37,3
56,24
63,11
35,3
97,14
75,31
57,24
88,26
10,31
53,24
8,6
39,3
47,8
60,11
89,26
51,24
14,31
28,3
16,31
34,3
82,26
46,8
27,3
20,3
9,6
92,14
3,6
98,14
29,3
80,26
73,31
