inputName,size
11,28
19,32
12,10
38,2
81,32
5,24
40,21
70,31
23,27
72,30
79,30
78,7
87,7
6,20
68,12
69,8
1,10
45,21
33,18
15,7
93,7
24,14
25,14
26,12
48,22
71,24
76,30
7,29
50,3
22,24
4,25
32,8
77,25
91,18
42,3
13,28
41,15
55,23
31,4
66,22
65,21
62,21
21,11
95,32
84,32
58,16
64,32
83,26
94,12
0,20
99,30
96,9
67,10
61,9
43,21
2,20
54,11
30,9
59,25
85,3
74,6
90,5
18,21
52,32
44,11
17,15
36,32
49,20
86,2
37,25
56,7
63,28
35,6
97,8
75,28
57,13
88,3
10,12
53,7
8,11
39,12
47,27
60,12
89,24
51,9
14,20
28,23
16,7
34,28
82,10
46,28
27,2
20,12
9,16
92,6
3,8
98,21
29,18
80,21
73,23
