inputName,size
11,4
19,7
12,2
38,7
81,4
5,15
40,6
70,7
23,6
72,18
79,7
78,3
87,6
6,9
68,19
69,5
1,19
45,20
33,19
15,18
93,13
24,6
25,17
26,5
48,9
71,5
76,6
7,6
50,13
22,10
4,10
32,15
77,5
91,18
42,16
13,12
41,16
55,17
31,7
66,8
65,9
62,4
21,20
95,7
84,9
58,20
64,10
83,17
94,10
0,4
99,5
96,17
67,4
61,12
43,13
2,10
54,4
30,4
59,17
85,17
74,16
90,16
18,13
52,19
44,15
17,19
36,6
49,15
86,5
37,20
56,10
63,4
35,8
97,19
75,9
57,17
88,12
10,19
53,3
8,19
39,17
47,14
60,4
89,3
51,9
14,20
28,16
16,7
34,3
82,20
46,17
27,2
20,2
9,12
92,12
3,17
98,4
29,13
80,6
73,20
