inputName,size
11,28
19,23
12,27
38,11
81,28
5,19
40,21
70,29
23,30
72,14
79,9
78,14
87,22
6,6
68,21
69,22
1,31
45,11
33,7
15,7
93,12
24,17
25,28
26,28
48,11
71,30
76,6
7,11
50,26
22,3
4,27
32,24
77,30
91,17
42,5
13,3
41,10
55,12
31,22
66,11
65,4
62,6
21,32
95,30
84,18
58,11
64,5
83,5
94,18
0,6
99,9
96,21
67,32
61,22
43,18
2,24
54,5
30,10
59,23
85,15
74,13
90,14
18,29
52,16
44,21
17,12
36,7
49,29
86,17
37,25
56,2
63,7
35,30
97,26
75,3
57,22
88,19
10,29
53,8
8,26
39,21
47,16
60,7
89,8
51,12
14,15
28,23
16,18
34,30
82,3
46,16
27,14
20,9
9,2
92,32
3,2
98,24
29,15
80,31
73,17
