id,clockCycles,assemblyInstr,Cache,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_11,1893425,1893425,"['2396232', '9670477', '485556', '1313813', '147314', '575236', '592090', '40.156', '19330540', '0', '5773614', '0', '225199', '0', '0', '3.900']",598226,2506878,1902193,1900019,100.00,91.30,78.26,90.00,3.165,0.755,0.995,0.997
values_19,114095,114095,"['1035508', '8905614', '146183', '1122607', '70696', '554410', '570729', '49.268', '12988798', '0', '3994284', '0', '168497', '0', '0', '4.218']",37453,151827,114406,113882,100.00,91.30,78.26,90.00,3.046,0.751,0.997,1.002
values_12,33057,33057,"['995388', '8868763', '133760', '1113395', '66825', '553304', '569492', '49.723', '12712848', '0', '3918246', '0', '163884', '0', '0', '4.183']",10991,43462,32723,32449,100.00,91.30,78.26,90.00,3.008,0.761,1.010,1.019
values_38,1232337,1232337,"['1889604', '9390585', '359121', '1243848', '118722', '567340', '584144', '42.799', '16974648', '0', '5112527', '0', '206476', '0', '0', '4.039']",392219,1637580,1241173,1239419,100.00,91.30,78.26,90.00,3.142,0.753,0.993,0.994
values_81,2781495,2781495,"['3091960', '10056487', '658438', '1409258', '179012', '583290', '600435', '36.867', '22524888', '0', '6666684', '0', '278081', '0', '0', '4.171']",876570,3684363,2798299,2795660,100.00,91.30,78.26,90.00,3.173,0.755,0.994,0.995
values_5,296779,296779,"['1173156', '8986490', '180437', '1142826', '79075', '556788', '573208', '48.053', '13637096', '0', '4176968', '0', '176217', '0', '0', '4.219']",96143,395262,298411,297557,100.00,91.30,78.26,90.00,3.087,0.751,0.995,0.997
values_40,2332,2332,"['972568', '8853930', '128210', '1109722', '65197', '552831', '569035', '49.924', '12605766', '0', '3887521', '0', '161289', '0', '0', '4.149']",588,2032,1586,1477,100.00,91.30,76.09,90.00,3.966,1.148,1.470,1.579
values_70,444867,444867,"['1305860', '9051274', '211024', '1159018', '83739', '558088', '574628', '46.847', '14174456', '0', '4330057', '0', '182161', '0', '0', '4.207']",143410,592515,447859,446810,100.00,91.30,78.26,90.00,3.102,0.751,0.993,0.996
values_23,237955,237955,"['1145040', '8960800', '171447', '1135064', '76196', '556078', '572434', '48.394', '13423364', '0', '4118144', '0', '174232', '0', '0', '4.231']",77454,317496,239605,238841,100.00,91.30,78.26,90.00,3.072,0.749,0.993,0.996
values_72,33069,33069,"['995388', '8868775', '133760', '1113398', '66825', '553304', '569492', '49.723', '12712896', '0', '3918258', '0', '163792', '0', '0', '4.180']",10997,43489,32732,32458,100.00,91.30,78.26,90.00,3.007,0.760,1.010,1.019
values_79,642661,642661,"['1437460', '9137382', '246307', '1180545', '93478', '560781', '577424', '45.853', '14870454', '0', '4522851', '0', '188584', '0', '0', '4.170']",206391,856240,647813,646549,100.00,91.30,78.26,90.00,3.114,0.751,0.992,0.994
values_78,2348,2348,"['972568', '8853946', '128210', '1109726', '65197', '552831', '569036', '49.924', '12605830', '0', '3887537', '0', '161306', '0', '0', '4.149']",596,2068,1598,1489,100.00,91.30,78.26,90.00,3.940,1.135,1.469,1.577
values_87,1649271,1649271,"['2224804', '9567383', '440788', '1286707', '133048', '571008', '587942', '40.756', '18455020', '0', '5529460', '0', '218177', '0', '0', '3.946']",522278,2186137,1658141,1656112,100.00,91.30,78.26,90.00,3.158,0.754,0.995,0.996
values_6,114099,114099,"['1035508', '8905618', '146183', '1122608', '70696', '554410', '570730', '49.268', '12988814', '0', '3994288', '0', '168497', '0', '0', '4.218']",37455,151836,114409,113885,100.00,91.30,78.26,90.00,3.046,0.751,0.997,1.002
values_68,2161236,2161236,"['2619628', '9784531', '539350', '1341001', '158284', '577755', '594751', '39.144', '20284176', '0', '6041425', '0', '230334', '0', '0', '3.813']",682259,2862078,2172415,2170091,100.00,91.30,78.26,90.00,3.168,0.755,0.995,0.996
values_69,444859,444859,"['1305860', '9051266', '211024', '1159016', '83739', '558088', '574632', '46.847', '14174424', '0', '4330049', '0', '182033', '0', '0', '4.204']",143406,592497,447853,446804,100.00,91.30,78.26,90.00,3.102,0.751,0.993,0.996
values_1,1059951,1059951,"['1755224', '9315637', '325572', '1225103', '112039', '565616', '582321', '43.701', '16354894', '0', '4940140', '0', '202302', '0', '0', '4.095']",337170,1405750,1065059,1063435,100.00,91.30,78.26,90.00,3.144,0.754,0.995,0.997
values_45,1592,1592,"['961856', '8844998', '126804', '1107169', '65109', '552267', '568416', '50.032', '12573370', '0', '3876781', '0', '161089', '0', '0', '4.155']",297,960,757,954,100.00,91.30,78.26,90.00,5.360,1.658,2.103,1.669
values_33,1033,1033,"['964596', '8844760', '127115', '1108506', '65079', '552243', '568380', '49.960', '12587242', '0', '3881223', '0', '160988', '0', '0', '4.148']",141,405,327,374,100.00,91.30,78.26,90.00,7.326,2.551,3.159,2.762
values_15,6252,6252,"['975748', '8855901', '128929', '1110181', '65308', '552811', '568947', '49.884', '12618808', '0', '3891441', '0', '161660', '0', '0', '4.154']",1949,7275,5518,5400,100.00,91.30,78.26,90.00,3.208,0.859,1.133,1.158
values_93,1649231,1649231,"['2224804', '9567343', '440788', '1286697', '133048', '571008', '587933', '40.756', '18454860', '0', '5529420', '0', '218177', '0', '0', '3.946']",522258,2186047,1658111,1656082,100.00,91.30,78.26,90.00,3.158,0.754,0.995,0.996
values_24,114107,114107,"['1035508', '8905626', '146183', '1122610', '70696', '554410', '570731', '49.268', '12988846', '0', '3994296', '0', '168497', '0', '0', '4.218']",37459,151854,114415,113891,100.00,91.30,78.26,90.00,3.046,0.751,0.997,1.002
values_25,903259,903259,"['1651764', '9248896', '297770', '1207083', '102759', '563108', '579767', '44.248', '15792002', '0', '4783448', '0', '197044', '0', '0', '4.119']",288164,1199604,908470,906971,100.00,91.30,78.26,90.00,3.135,0.753,0.994,0.996
values_26,22767,22767,"['987808', '8863943', '131893', '1112193', '66349', '553235', '569466', '49.802', '12676790', '0', '3907957', '0', '163188', '0', '0', '4.176']",7570,29646,22339,22115,100.00,91.30,78.26,90.00,3.008,0.768,1.019,1.029
values_48,1033,1033,"['964596', '8844760', '127115', '1108506', '65079', '552243', '568380', '49.960', '12587242', '0', '3881223', '0', '160988', '0', '0', '4.148']",141,405,327,374,100.00,91.30,78.26,90.00,7.326,2.551,3.159,2.762
