inputName,size
11,23
19,10
12,15
38,21
81,24
5,23
40,12
70,31
23,21
72,26
79,30
78,4
87,31
6,23
68,21
69,17
1,2
45,7
33,18
15,16
93,14
24,2
25,10
26,25
48,2
71,17
76,28
7,17
50,32
22,11
4,3
32,19
77,17
91,12
42,31
13,31
41,10
55,26
31,2
66,20
65,26
62,21
21,19
95,23
84,4
58,28
64,29
83,7
94,18
0,12
99,13
96,28
67,12
61,4
43,2
2,7
54,30
30,7
59,22
85,4
74,20
90,6
18,20
52,28
44,6
17,20
36,30
49,5
86,31
37,16
56,10
63,12
35,30
97,4
75,18
57,9
88,14
10,14
53,5
8,23
39,11
47,25
60,26
89,8
51,14
14,13
28,19
16,29
34,7
82,26
46,6
27,21
20,18
9,23
92,31
3,17
98,25
29,3
80,18
73,32
