id,clockCycles,assemblyInstr,cacheHit,cacheHitInstr,cacheHitData,MOPS,MIPS,MFLOPS,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_11,4224,1556,86.8,87.9,64.3,18.42,18.42,0.00,57,229,230,230,100.00,100.00,100.00,100.00,74.105,18.445,18.365,18.365
values_19,4756,1985,89.7,90.5,76.2,20.87,20.87,0.00,116,519,532,532,100.00,100.00,100.00,100.00,41.000,9.164,8.940,8.940
values_12,17168,11897,98.3,98.4,96.4,34.65,34.65,0.00,1266,6757,7190,7190,100.00,100.00,100.00,100.00,13.561,2.541,2.388,2.388
values_38,13407,8882,97.7,97.9,95.2,33.12,33.12,0.00,923,4879,5177,5177,100.00,100.00,100.00,100.00,14.525,2.748,2.590,2.590
values_81,15585,10631,98.0,98.2,95.9,34.11,34.11,0.00,1128,5975,6351,6351,100.00,100.00,100.00,100.00,13.816,2.608,2.454,2.454
values_5,4086,1453,85.9,87.1,60.8,17.78,17.78,0.00,38,153,152,152,100.00,100.00,83.33,100.00,107.526,26.706,26.882,26.882
values_40,5544,2594,92.1,92.8,82.8,23.39,23.39,0.00,192,916,950,950,100.00,100.00,100.00,100.00,28.875,6.052,5.836,5.836
values_70,6891,3686,94.5,94.9,89.1,26.75,26.75,0.00,325,1617,1693,1693,100.00,100.00,100.00,100.00,21.203,4.262,4.070,4.070
values_23,16379,11254,98.2,98.3,96.2,34.35,34.35,0.00,1181,6345,6749,6749,100.00,100.00,100.00,100.00,13.869,2.581,2.427,2.427
values_72,4553,1822,88.8,89.7,72.7,20.01,20.01,0.00,93,409,417,417,100.00,100.00,100.00,100.00,48.957,11.132,10.918,10.918
values_79,3978,1370,85.0,86.3,56.1,17.22,17.22,0.00,28,96,94,94,100.00,100.00,100.00,100.00,142.071,41.438,42.319,42.319
values_78,17185,11897,98.3,98.4,96.4,34.61,34.61,0.00,1249,6740,7173,7173,100.00,100.00,100.00,100.00,13.759,2.550,2.396,2.396
values_87,4990,2168,90.6,91.3,78.5,21.72,21.72,0.00,139,639,658,658,100.00,100.00,100.00,100.00,35.899,7.809,7.584,7.584
values_6,6514,3383,94.0,94.4,87.5,25.97,25.97,0.00,293,1428,1492,1492,100.00,100.00,100.00,100.00,22.232,4.562,4.366,4.366
values_68,6892,3686,94.5,94.9,89.1,26.74,26.74,0.00,324,1616,1692,1692,100.00,100.00,100.00,100.00,21.272,4.265,4.073,4.073
values_69,3872,1305,84.6,85.8,56.7,16.85,16.85,0.00,16,47,45,45,100.00,100.00,83.33,100.00,242.000,82.383,86.044,86.044
values_1,6514,3383,94.0,94.4,87.5,25.97,25.97,0.00,293,1428,1492,1492,100.00,100.00,100.00,100.00,22.232,4.562,4.366,4.366
values_45,13405,8882,97.7,97.9,95.2,33.13,33.13,0.00,925,4881,5179,5179,100.00,100.00,100.00,100.00,14.492,2.746,2.588,2.588
values_33,4994,2168,90.6,91.3,78.5,21.71,21.71,0.00,135,635,654,654,100.00,100.00,100.00,100.00,36.993,7.865,7.636,7.636
values_15,4224,1556,86.8,87.9,64.3,18.42,18.42,0.00,55,227,228,228,100.00,100.00,100.00,100.00,76.800,18.608,18.526,18.526
values_93,7722,4352,95.3,95.7,90.8,28.18,28.18,0.00,409,2045,2148,2148,100.00,100.00,100.00,100.00,18.880,3.776,3.595,3.595
values_24,10836,6830,97.0,97.2,94.1,31.52,31.52,0.00,688,3596,3804,3804,100.00,100.00,100.00,100.00,15.750,3.013,2.849,2.849
values_25,4992,2168,90.6,91.3,78.5,21.71,21.71,0.00,137,637,656,656,100.00,100.00,100.00,100.00,36.438,7.837,7.610,7.610
values_26,10263,6367,96.8,97.0,93.6,31.02,31.02,0.00,630,3301,3489,3489,100.00,100.00,100.00,100.00,16.290,3.109,2.942,2.942
values_48,4993,2168,90.6,91.3,78.5,21.71,21.71,0.00,136,636,655,655,100.00,100.00,100.00,100.00,36.713,7.851,7.623,7.623
values_71,17190,11897,98.3,98.4,96.4,34.60,34.60,0.00,1244,6735,7168,7168,100.00,100.00,100.00,100.00,13.818,2.552,2.398,2.398
values_76,4372,1679,87.8,88.8,68.8,19.20,19.20,0.00,73,312,316,316,100.00,100.00,100.00,100.00,59.890,14.013,13.835,13.835
values_7,10836,6830,97.0,97.2,94.1,31.52,31.52,0.00,688,3596,3804,3804,100.00,100.00,100.00,100.00,15.750,3.013,2.849,2.849
values_50,3872,1305,84.6,85.8,56.7,16.85,16.85,0.00,16,47,45,45,100.00,100.00,83.33,100.00,242.000,82.383,86.044,86.044
values_22,4224,1556,86.8,87.9,64.3,18.42,18.42,0.00,56,228,229,229,100.00,100.00,100.00,100.00,75.429,18.526,18.445,18.445
values_4,4760,1985,89.7,90.5,76.2,20.85,20.85,0.00,112,515,528,528,100.00,100.00,100.00,100.00,42.500,9.243,9.015,9.015
