inputName,size
11,28
19,22
12,26
38,14
81,21
5,24
40,30
70,11
23,19
72,25
79,27
78,10
87,29
6,30
68,7
69,29
1,8
45,32
33,28
15,30
93,26
24,12
25,12
26,29
48,16
71,6
76,14
7,23
50,12
22,13
4,22
32,13
77,16
91,30
42,14
13,6
41,30
55,17
31,4
66,19
65,4
62,31
21,10
95,4
84,3
58,13
64,9
83,7
94,23
0,21
99,29
96,29
67,9
61,32
43,5
2,5
54,30
30,14
59,9
85,25
74,13
90,28
18,26
52,7
44,11
17,7
36,6
49,28
86,16
37,19
56,11
63,2
35,9
97,11
75,16
57,9
88,12
10,2
53,3
8,8
39,24
47,6
60,30
89,6
51,2
14,30
28,3
16,8
34,32
82,29
46,13
27,28
20,25
9,22
92,2
3,5
98,24
29,6
80,27
73,25
