inputName,text,data,bss
values_11,2402,16,40
values_19,2478,1296,104
values_12,5526,100,52
values_38,8818,676,84
values_81,8818,676,84
values_5,8818,676,84
values_40,2402,16,40
values_70,9920,900,92
values_23,10412,484,76
values_72,2478,1296,104
values_79,11080,1156,100
values_78,6074,144,56
values_87,6074,144,56
values_6,2470,1444,108
values_68,2478,1296,104
values_69,8246,576,80
values_1,3488,36,44
values_45,2402,16,40
values_33,8246,576,80
values_15,6074,144,56
values_93,10136,1024,96
values_24,6936,196,60
values_25,8818,676,84
values_26,6074,144,56
values_48,2402,16,40
values_71,9920,900,92
values_76,5050,64,48
values_7,7636,256,64
values_50,8580,324,68
values_22,9598,400,72
values_4,3488,36,44
values_32,8246,576,80
values_77,8246,576,80
values_91,11080,1156,100
values_42,3488,36,44
values_13,8246,576,80
values_41,6936,196,60
values_55,2402,16,40
values_31,5526,100,52
values_66,8580,324,68
values_65,11080,1156,100
values_62,6074,144,56
values_21,9598,400,72
values_95,2478,1296,104
values_84,5050,64,48
values_58,8818,676,84
values_64,8246,576,80
values_83,2478,1296,104
values_94,3488,36,44
values_0,9598,400,72
values_99,6936,196,60
values_96,5050,64,48
values_67,3488,36,44
values_61,6074,144,56
values_43,5526,100,52
values_2,9920,900,92
values_54,8818,676,84
values_30,3488,36,44
values_59,8246,576,80
values_85,7636,256,64
values_74,6936,196,60
values_90,8580,324,68
values_18,8246,576,80
values_52,3488,36,44
values_44,6936,196,60
values_17,2470,1444,108
values_36,8580,324,68
values_49,2478,1296,104
values_86,6074,144,56
values_37,11080,1156,100
values_56,9420,784,88
values_63,6074,144,56
values_35,2470,1444,108
values_97,2470,1600,112
values_75,2470,1444,108
values_57,6936,196,60
values_88,11080,1156,100
values_10,8580,324,68
values_53,10136,1024,96
values_8,2402,16,40
values_39,9598,400,72
values_47,6936,196,60
values_60,6074,144,56
values_89,10412,484,76
values_51,3488,36,44
values_14,2470,1444,108
values_28,11080,1156,100
values_16,5526,100,52
values_34,9598,400,72
values_82,9598,400,72
values_46,9420,784,88
values_27,5050,64,48
values_20,5050,64,48
values_9,9920,900,92
values_92,6074,144,56
values_3,9920,900,92
values_98,10412,484,76
values_29,9420,784,88
values_80,10136,1024,96
values_73,9598,400,72
