inputName,size
11,24
19,24
12,24
38,20
81,18
5,31
40,28
70,3
23,9
72,3
79,3
78,3
87,18
6,31
68,25
69,25
1,31
45,28
33,20
15,24
93,18
24,9
25,9
26,9
48,28
71,3
76,3
7,31
50,15
22,9
4,31
32,20
77,3
91,18
42,28
13,24
41,28
55,15
31,20
66,25
65,25
62,25
21,9
95,18
84,18
58,15
64,25
83,18
94,18
0,31
99,18
96,18
67,25
61,25
43,28
2,31
54,15
30,20
59,15
85,18
74,3
90,18
18,24
52,15
44,28
17,24
36,20
49,28
86,18
37,20
56,15
63,25
35,20
97,18
75,3
57,15
88,18
10,24
53,15
8,31
39,20
47,28
60,25
89,18
51,15
14,24
28,9
16,24
34,20
82,18
46,28
27,9
20,9
9,31
92,18
3,31
98,18
29,9
80,18
73,3
