inputName,size
11,4
19,4
12,4
38,30
81,24
5,8
40,21
70,6
23,25
72,6
79,6
78,6
87,24
6,8
68,4
69,4
1,8
45,21
33,30
15,4
93,32
24,25
25,25
26,25
48,21
71,6
76,6
7,8
50,14
22,25
4,8
32,30
77,6
91,32
42,21
13,4
41,21
55,14
31,30
66,4
65,4
62,4
21,25
95,32
84,24
58,14
64,4
83,24
94,32
0,8
99,32
96,32
67,4
61,4
43,21
2,8
54,14
30,30
59,14
85,24
74,6
90,32
18,4
52,14
44,21
17,4
36,30
49,21
86,24
37,30
56,14
63,4
35,30
97,32
75,6
57,14
88,24
10,4
53,14
8,8
39,30
47,21
60,4
89,24
51,14
14,4
28,25
16,4
34,30
82,24
46,21
27,25
20,25
9,8
92,32
3,8
98,32
29,25
80,24
73,6
